"id","game_title","year"
"12749","Girls RPG: Cinderellife","2012"
"12752","Gothic 3","2006"
"12754","Scrabble Blast!","2005"
"12755","Dino Pets","2009"
"12756","Fate/Stay Night [R�alta Nua]","2012"
"12757","The Mysterious Case of Dr. Jekyll and Mr. Hyde","2010"
"12758","Gintama no Sugoroku","2013"
"12759","Kid Fit Island Resort","2010"
"12761","Roogoo Twisted Towers","2009"
"12762","Doraemon 4: Nobita to Toki no Okoku","1995"
"12765","Toaru Kagaku no Chou Denjihou","2011"
"12766","Starwinder: The Ultimate Space Race","1996"
"12767","The Lost Chronicles of Zerzura","2012"
"12768","Ski Region Simulator","2011"
"12769","Angelique Trois","2000"
"12770","Dreamer Series: Babysitter","2009"
"12772","Dance Dance Revolution: Mario Mix (JP sales)","2005"
"12773","A-Train 6","2000"
"12774","Meitantei Conan: Tantei Ryoku Trainer","2007"
"12776","ESPN International Winter Sports 2002","2002"
"12777","Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!","2009"
"12778","KimiKiss (ebKore+)","2008"
"12779","Gold and Glory: The Road to El Dorado","2000"
"12781","Choro Q Marine: Q Boat","1998"
"12782","GunPey","2006"
"12783","BattleBots: Beyond the BattleBox","2002"
"12784","MX vs. ATV Supercross Encore","2015"
"12785","Yuugen Gaisha Brave Company","2011"
"12786","Mighty Beanz: Pocket Puzzles","2004"
"12787","Ken to Mahou to Gakuen Mono. 3D","2011"
"12788","History Great Empires: Rome","2009"
"12790","Friends: The One with All the Trivia","2005"
"12791","Mame Goma 2: Uchi no Ko ga Ichiban!","2008"
"12792","Backyard NFL Football '08","2007"
"12794","Gunbird","1995"
"12795","Imagine: Party Planner","2009"
"12796","Dream C Club Portable","2010"
"12798","Elemental Gearbolt","1997"
"12801","WWF Wrestlemania: The Arcade Game","1995"
"12802","Handball 16","2015"
"12805","Mega Man 8 Anniversary Collector's Edition","1997"
"12806","V-Rally 3","2002"
"12807","Nobunaga no Yabou: Souzou","2014"
"12810","Pro Yakyuu Famista 2011","2011"
"12811","Impact Racing","1996"
"12813","Sled Shred featuring the Jamaican Bobsled Team","2010"
"12814","Amazing Island","2004"
"12815","SeaBlade","2002"
"12816","Jikkyou Powerful Pro Yakyuu DreamCast Edition","2000"
"12817","Carmen Sandiego: The Secret of the Stolen Drums","2004"
"12818","Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan","2010"
"12819","Activision Hits: Remixed","2006"
"12820","Death Jr. II: Root of Evil","2006"
"12821","Hail to the Chimp","2008"
"12822","MotoGP 4 - Official Game of MotoGP","2005"
"12824","Kyoukai Senjou no Horizon Portable","2013"
"12825","4 Elements","2009"
"12826","Shining Force III: Scenario 2","1998"
"12828","Airline Tycoon 2","2011"
"12829","Worms World Party","2002"
"12830","Medabots: Metabee","2002"
"12832","NHL Legacy","2015"
"12833","Final Fight: Streetwise","2006"
"12835","Drivers Ed Portable","2008"
"12836","Rebelstar: Tactical Command","2005"
"12837","Kamen Rider: Battride War Genesis","2016"
"12838","IL-2 Sturmovik: Cliffs of Dover","2011"
"12840","Unsolved Crimes","2008"
"12841","Minna to Kimi no Piramekino!","2010"
"12843","Bombastic","2002"
"12845","NHL Powerplay 98","1997"
"12846","Olympic Soccer: Atlanta 1996","1996"
"12847","Lernerfolg Vorschule: Capt'n Sharky","2009"
"12848","Samurai Dou Portable","2008"
"12849","Princess on Ice","2008"
"12851","Phantasy Star Online Episode I & II Plus","2003"
"12854","Front Mission 2089: Border of Madness","2008"
"12855","Miracle Girls Festival","2015"
"12856","Dual Hearts","2002"
"12857","7 Wonders: Treasures of Seven","2011"
"12859","Saki: Zenkoku-hen","2015"
"12860","Mister Slime","2008"
"12861","Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate","2015"
"12862","Murder, She Wrote","2009"
"12863","Virtual Villagers: A New Home","2010"
"12864","Wing Commander: Prophecy","2003"
"12865","Marc Ecko's Getting Up: Contents Under Pressure","2006"
"12866","Learn Science","2010"
"12868","Hakuouki: Reimeiroku","2010"
"12869","Vertigo","2009"
"12872","Shin Sangoku Musou 5 Empires","2010"
"12874","Carve","2004"
"12877","GachiTora! Abarenbou Kyoushi in High School","2011"
"12878","WTA Tour Tennis","2001"
"12879","Bottom of the 9th '99","1998"
"12882","Famicom Mini: Dig Dug","2004"
"12884","Naval Ops: Commander","2004"
"12886","Defendin' De Penguin","2008"
"12887","Bleach: Blade Battlers","2006"
"12888","Rez","2001"
"12889","Goosebumps: The Game","2015"
"12891","Rockin' Pretty","2009"
"12892","Jake Power: Policeman","2008"
"12894","Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE","2006"
"12896","Lufia: The Ruins of Lore","2002"
"12897","Major Minor's Majestic March","2009"
"12898","Shaman King: Soul Fight","2003"
"12899","Samurai Deeper Kyo","2002"
"12900","Samantha Swift and the Hidden Roses of Athena","2010"
"12902","Medabots: Infinity","2003"
"12905","Jirou Akagawa: Majotachi no Nemuri","1995"
"12907","Bust-A-Bloc","2002"
"12908","Sitting Ducks","2003"
"12910","Animal Planet: Vet Collection","2010"
"12911","Imagine Animal Doctor Care Center","2010"
"12915","Uta no Prince-Sama: Music 3","2016"
"12916","Pretty Cure All Stars Everyone Gather ? Let's Dance!","2013"
"12918","New Prince of Tennis: Go to the Top","2015"
"12919","Zyuden Sentai Kyoryuger: Game de Gaburincho!!","2013"
"12920","Nobunaga's Ambition: Sphere of Influence","2014"
"12921","Hi-Octane: The Track Fights Back!","1995"
"12922","Venetica","2009"
"13039","DokiDoki Majo Shinpan!","2007"
"12923","Black Sigil: Blade of the Exiled","2009"
"12926","TrackMania Turbo: Build to Race","2010"
"12927","ZombiU","2016"
"12928","Domino Rally","2007"
"12929","Doraemon 2: Nobita no Toizurando Daibouken","1993"
"12930","Samurai Champloo: Sidetracked","2006"
"12933","Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!","2007"
"12934","Utawarerumono: Futari no Hakuoro","2016"
"12935","Chaos;Child","2015"
"12936","Fatal Fury: Wild Ambition","1999"
"12937","Metal Fight Beyblade: Bakugami Susanoh Shuurai!","2010"
"12938","Dengeki Gakuen RPG: Cross of Venus","2009"
"12939","Judge Dredd","1997"
"12941","Minna no Ennichi","2012"
"12942","Winning Post 8","2014"
"12944","DoDonPachi Resurrection","2010"
"12945","Bass Rise","1999"
"12946","UEFA Champions League 2006-2007","2007"
"12947","Dynamite Headdy","1993"
"12949","Choujikuu Yousai Macross: Do You Remember Love","2012"
"12950","Arcania: Gothic 4","2015"
"12951","Persona 2: Eternal Punishment","2012"
"12952","Dragon's Lair 3D: Return to the Lair","2002"
"12953","Growlanser: Heritage of War (jp sales)","2006"
"12955","Myst IV: Revelation","2005"
"12956","Culdcept Revolt","2016"
"12957","Sushi Go-Round","2010"
"12958","Pachinko Wars II","1993"
"12959","Myth Makers: Orbs of Doom","2007"
"12961","The Nightmare of Druaga: Fushigino Dungeon","2004"
"12962","Omega Labyrinth","2015"
"12963","Air Conflicts: Aces of World War II","2009"
"12964","Cities in Motion","2011"
"12966","Virtua Striker 2002","2002"
"12968","Code Lyoko","2007"
"12969","Taito Legends Power Up","2007"
"12970","Fate/Unlimited Codes Portable","2009"
"12971","Metal Slug Anthology","2007"
"12972","Tenchu: Dark Secret","2006"
"12973","Game no Kanzume Vol 2","1994"
"12975","Zoo Quest: Puzzle Fun!","2008"
"12976","JoJo no Kimy? na B?ken Fantomu Buraddo","2006"
"12977","The Idolmaster 2","2011"
"12978","PQ2: Practical Intelligence Quotient","2006"
"12979","Mr Bean's Wacky World of Wii","2009"
"12980","Powerdrome","2004"
"12981","Dreamer Series: Puppy Trainer","2008"
"12982","Pro Yakyuu Spirits 5 Kanzenban","2008"
"12983","Tsumiki: Block Drop Mania","2007"
"12984","Shin Sangoku Musou 5 Special","2009"
"12985","Pony Friends: Mini Breeds Edition","2008"
"12986","Otogi 2: Immortal Warriors","2003"
"12987","Legend of Kay","2005"
"12989","Dead or Alive Xtreme 3: Fortune","2016"
"12992","Strawberry Shortcake: Strawberryland Games","2006"
"12993","Koi to Senkyo to Chocolate Portable","2012"
"12996","Dokapon Journey","2008"
"12997","Ultra Bust-A-Move","2004"
"13001","Pony Friends","2007"
"13004","Ferrari F355 Challenge","2002"
"13005","MorphX","2010"
"13006","Stranger of Sword City","2015"
"13007","Air Traffic Chaos","2007"
"13008","Battleship / Connect Four / Sorry! / Trouble","2006"
"13009","Prism: Light the Way","2007"
"13010","Tiny Toon Adventures: Toonenstein - Dare to Scare","1998"
"13011","TV Anime: Fairy Tale Gekitou! Madoushi Kessen","2010"
"13012","Shifters","2002"
"13013","RPG Tsukuru DS","2010"
"13015","Earth Defense Force 4.1: The Shadow of New Despair","2015"
"13017","Dramatic Dungeon: Sakura Wars - Kimi Arugatame","2008"
"13018","TNA iMPACT: Cross the Line","2010"
"13020","Lagoon","1991"
"13021","Nanostray 2","2008"
"13023","Microsoft Flight Simulator X Acceleration Expansion Pack","2007"
"13024","Trick x Logic: Season 1","2010"
"13026","Mawashite Tsunageru Touch Panic","2006"
"13027","Luminous Arc Infinity","2015"
"13028","Monster! Bass Fishing","2003"
"13029","Sigma Star Saga","2005"
"13031","Assetto Corsa","2016"
"13032","Batman: Gotham City Racer","2001"
"13033","Sengoku Basara X","2008"
"13034","Plants vs. Zombies","2009"
"13036","Doraemon: Nobita no Kyouryuu 2006 DS","2006"
"13037","Ontamarama","2007"
"13038","Hakuoki: Stories of the Shinsengumi","2010"
"13041","Starry ? Sky: In Spring","2010"
"13043","Armored Core: Formula Front Extreme Battle","2004"
"13044","Downforce","2002"
"13045","Bejeweled Twist","2008"
"13047","Little Busters! Converted Edition","2009"
"13050","Disney's Party","2002"
"13051","Tennis no Oji-Sama: 2005 Crystal Drive","2004"
"13054","Summon Night X: Tears Crown","2009"
"13056","Taiho Shichauzo!","2001"
"13058","Phantom Crash","2002"
"13059","Men of War: Assault Squad","2011"
"13060","Fishdom","2011"
"13061","Yanya Caballista: City Skater","2001"
"13062","Expendable","1999"
"13063","Imagine: Artist","2009"
"13064","Pet Pals: New Leash on Life","2010"
"13066","The Idolmaster: Gravure For You! Vol. 2","2011"
"13067","Arthur! Ready to Race","2000"
"13068","Thunder Force V: Perfect System","1998"
"13069","The Typing of the Dead","2000"
"13070","The Idolm@ster: Dearly Stars","2009"
"13071","Kids Learn Music A+ Edition","2011"
"13074","Kart Racer","2009"
"13075","Bakemonogatari Portable","2012"
"13076","Sam & Max: Beyond Time and Space","2010"
"13077","To Heart 2: Dungeon Travelers","2015"
"13078","Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku","2006"
"13079","Shrek Super Party","2003"
"13081","Bakusou Kyoudai Let's & Go!! Eternal Wings","1998"
"13082","Caligula","2016"
"13083","Steins;Gate 0","2015"
"13084","Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2","2007"
"13085","NHL Blades of Steel '99","1999"
"13086","Lips: Deutsche Partyknaller","2009"
"13087","Apassionata: Die Galanacht der Pferde","2009"
"13088","Dungeon Raiders","2009"
"13090","Philosoma","1995"
"13091","Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield","1995"
"13092","Puyo Pop","2001"
"13093","Marriage Royale: Prism Story","2010"
"13094","Super Heroine Chronicle","2014"
"13095","Kamiwaza","2006"
"13096","Rave Master","2002"
"13097","The Technomancer","2016"
"13098","Ben 10 Galactic Racing","2012"
"13099","Kinnikuman Muscle Grand Prix Max","2006"
"13100","Hotel for Dogs","2009"
"13101","Suzuki Super-Bikes II: Riding Challenge","2008"
"13103","Jim Henson's Muppets in Spy Muppets: License to Croak","2003"
"13104","Medal of Honor: European Assault (weekly JP sales)","2005"
"13107","Super Robot Taisen Neo","2009"
"13111","OutRun 2006: Coast 2 Coast","2006"
"13112","Blues Brothers 2000","2000"
"13113","Metal Max 2 Reloaded","2011"
"13114","All Star Tennis 99","1999"
"13115","Hercules: The Legendary Journeys","2000"
"13116","Dual Heroes","1997"
"13117","Fighter Destiny 2","1999"
"13118","Chameleon Twist 2","1998"
"13119","Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen","2007"
"13120","PachiPara 14: Fuu to Kumo to Super Umi in Okinawa","2007"
"13121","Winning Post World","2009"
"13122","Arx Fatalis","2003"
"13123","Slam Dunk SD Heat Up!!","1995"
"13124","My Body Coach","2009"
"13127","Dead in the Water","1999"
"13128","Winning Post 7 2013","2013"
"13130","Detective Conan: Prelude from the Past","2012"
"13131","Dr. Seuss: Green Eggs and Ham","2003"
"13132","Sea Monsters: A Prehistoric Adventure","2007"
"13133","Atelier Rorona: Alchemist of Arland","2013"
"13134","Guilty Gear Dust Strikers","2006"
"13135","Dark Summit","2002"
"13136","Singularity","2010"
"13137","Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!","2010"
"13138","George of the Jungle and the Search for the Secret","2008"
"13139","Turbo Turtle Adventure","2002"
"13141","Warhammer 40,000: Dawn of War","2004"
"13142","Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases","2006"
"13143","Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu","1994"
"13144","Corpse Party: Blood Covered - Repeated Fear","2010"
"13145","The Lost Treasures of Alexandria","2011"
"13146","Chronicles of the Sword","1996"
"13148","The Lost Vikings","2003"
"13149","Keiba Eight Special","1993"
"13151","Harukanaru Toki no Naka de 3","2004"
"13154","Reel Fishing: The Great Outdoors","2006"
"13155","Assassin's Creed: Altair's Chronicles","2008"
"13156","Pirates vs Ninja Dodgeball","2009"
"13157","Guild 01","2012"
"13159","Nike+ Kinect Training","2012"
"13160","Durarara!! 3-way Standoff","2010"
"13162","Cartoon Network Racing","2006"
"13163","Tokimeki Memorial Girl's Side 2nd Kiss","2006"
"13164","Fushigi no Dungeon: Fuurai no Shiren 3 Portable","2010"
"13165","Active Life: Magical Carnival","2011"
"13166","Hokuto no Ken","2007"
"13167","Yu-Gi-Oh! GX: Spirit Caller (Japan Sales)","2006"
"13168","Stretch Panic","2001"
"13169","Empire Earth","2001"
"13170","Chousoku Henkei Gyrozetter: Albatross no Tsubasa","2013"
"13171","Baku Baku","1995"
"13172","Pro Cycling Manager 2016","2016"
"13173","SD Gundam: Over Galaxian","1996"
"13175","Smart Kid's Party Fun Pak","2008"
"13178","BeatMania IIDX 3rd Style","2000"
"13179","Yu-Gi-Oh! World Championship 2007","2007"
"13180","Hummer Badlands","2006"
"13181","Freelancer","2003"
"13182","Woody Woodpecker: Escape from Buzz Buzzard Park","2001"
"13184","Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o","2007"
"13185","Furu Furu Park","2007"
"13186","Monster Band","2008"
"13188","BeatMania IIDX 4th Style: New Songs Collection","2001"
"13189","Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore","2008"
"13190","G1 Grand Prix","2012"
"13192","QUIZ PARTY","2012"
"13193","MTX Mototrax","2006"
"13194","Around the World in 80 Days","2004"
"13195","Houkago Shounen","2008"
"13197","Classic Dungeon X2","2011"
"13200","Pinball Tycoon","2002"
"13202","Cartoon Network Block Party","2004"
"13203","Power Spike Pro Beach Volleyball","2000"
"13204","White Album: Tsuzurareru Fuyu no Omoide","2010"
"13205","Harukanaru Toki no Naka de: Yumenoukihashi","2008"
"13206","Shinseiki Evangelion- Eva: Yukai na Nakama Tachi","1998"
"13207","SD Gundam: Scad Hammers","2006"
"13208","Spitfire Heroes: Tales of the Royal Air Force","2008"
"13209","Super Bust-A-Move","2001"
"13212","ZooCube","2002"
"13213","Stunt GP","2001"
"13214","Wicked Monster Blast!","2011"
"13215","NBA 2K","1999"
"13216","D.Gray-man: Kami no Shitotachi","2007"
"13218","Strikers 1945","1996"
"13220","Jikkyou Oshaberi Parodius","1995"
"13221","Super Jinsei Game 2","1995"
"13222","Winter Sports 3: The Great Tournament","2010"
"13223","J-League Winning Eleven 2010: Club Championship","2010"
"13224","Johnny Bazookatone","1995"
"13225","Beastly Frantic Foto","2011"
"13226","Neverland Card Battles","2008"
"13228","Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land","2015"
"13230","Worms Reloaded","2010"
"13231","StarCraft","1998"
"13232","Koihime Musou","2008"
"13235","Blazing Souls: Accelate","2009"
"13236","Ms Saga: A New Dawn","2005"
"13237","Kekkon Zenya","1995"
"13238","Finny the Fish & the Seven Waters","2004"
"13240","Next Generation of Chaos","2002"
"13241","Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku","2008"
"13242","GrimGrimoire","2007"
"13243","J-League '96 Dream Stadium","1996"
"13244","Capcom vs. SNK: Millennium Fight 2000 Pro","2001"
"13245","Golden Axe: The Duel","1994"
"13246","Crime Life: Gang Wars","2005"
"13247","Tokimeki Memorial: Girls Side 1st Love","2007"
"13250","Rock 'N Roll Racing","2003"
"13252","Far Cry","2004"
"13253","Silhouette Mirage","1998"
"13254","Dynasty Warriors Vol. 2","2006"
"13255","Treasure Report: Kikai Jikake no Isan","2011"
"13256","Growlanser VI: Precarious World","2007"
"13257","Block Kuzushi","1995"
"13258","Boing! Docomodake DS","2007"
"13259","American Bass Challenge","2001"
"13261","Secret Service","2008"
"13262","Sword Art Online: Game Director's Edition","2015"
"13263","Ultimate Ghosts 'n Goblins (JP sales)","2006"
"13264","Rugby 06","2006"
"13265","Fatal Frame II: Crimson Butterfly Director's Cut","2004"
"13266","Deadliest Catch: Alaskan Storm","2008"
"13268","Colin McRae Rally 2005","2004"
"13270","Venus & Braves: Majo to Megami to Horobi no Yogen","2011"
"13271","Ship Simulator Extremes","2010"
"13272","Zoop","1995"
"13273","Powerful Golf","2011"
"13274","Saiyuki: Journey West","1999"
"13275","Detective Conan: Marionette Symphony","2013"
"13277","Amnesia Crowd","2013"
"13279","Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2","2008"
"13282","VR Soccer '96","1996"
"13284","Diabolik Lovers","2012"
"13285","Shugo Chara! 3-tsu no Tamagoto Koisuru Joker","2008"
"13286","Summoner: A Goddess Reborn","2003"
"13287","Saints Row: Gat out of Hell","2015"
"13288","Rock of the Dead","2010"
"13289","The Sims","2000"
"13291","Cesar Millan's Dog Whisperer","2008"
"13293","Kiniro no Corda 2 Encore","2007"
"13294","Jewel Quest Mysteries","2009"
"13295","Moon","2009"
"13296","M&M's Adventure","2008"
"13297","ESPN Great Outdoor Games Bass 2002","2001"
"13298","Soul Eater: Plot of Medusa","2008"
"13302","Gummy Bears Mini Golf","2010"
"13303","Company of Heroes","2006"
"13305","Color Cross","2008"
"13306","Gaist Crusher","2013"
"13307","Punch King","2002"
"13308","Silent Hunter: Wolves of the Pacific","2007"
"13309","World Championship Pool 2004","2004"
"13311","The Dark Spire","2008"
"13312","Kakuto Chojin","2002"
"13313","Beyond Oasis","1993"
"13314","Forza Motorsport 3: Ultimate Edition","2010"
"13316","Wii de Asobu Chibi-Robo!","2009"
"13317","Romance of the Three Kingdoms VI: Awakening of the Dragon","1998"
"13318","To Heart 2 DX Plus","2011"
"13319","Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu","2011"
"13320","Naruto: Uzumaki Chronicles 2 (JP sales)","2006"
"13322","Snoopy vs the Red Baron","2006"
"13324","Pet Vet: Down Under","2009"
"13327","Raze's Hell","2005"
"13328","Rain (2013)","2013"
"13329","Billy the Wizard: Rocket Broomstick Racing","2007"
"13330","Pool Party","2007"
"13331","Microsoft Train Simulator","2001"
"13332","Shin Megami Tensei NINE","2002"
"13333","Magic Carpet","1995"
"13334","Hoshigami: Ruining Blue Earth","2001"
"13335","GunPey DS","2006"
"13337","Wing Island","2006"
"13339","Clever Kids: Creepy Crawlies","2009"
"13340","Supreme Commander","2007"
"13341","NightCaster II: Equinox","2002"
"13344","Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha","2008"
"13345","Galaxy Racers","2010"
"13346","Wonder World Amusement Park","2008"
"13347","Bubble Bobble Revolution","2005"
"13349","Time Crisis: Project Titan","2001"
"13350","Ys: The Ark of Napishtim","2006"
"13351","Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson","2011"
"13352","Crusader: No Remorse","1996"
"13354","MiniCopter: Adventure Flight","2007"
"13355","Shaun the Sheep","2008"
"13356","Fast & Furious: Showdown","2013"
"13358","Test Drive: Ferrari Legends","2012"
"13360","FIFA Manager 12","2011"
"13362","River City Soccer Hooligans","2010"
"13363","Shin Hayarigami","2014"
"13365","Turok: Dinosaur Hunter","1997"
"13367","Taiko no Tatsujin Portable 2","2006"
"13368","Gitaroo Man","2001"
"13369","Super Bubble Pop","2003"
"13370","Mafia","2002"
"13374","Balloon Pop","2007"
"13375","XBLAZE Code: Embryo","2013"
"13376","Black Mirror 2","2009"
"13377","Time Travelers","2012"
"13378","Amnesia Later","2012"
"13379","B-Boy","2006"
"13380","Cocoto Kart Racer","2004"
"13383","Crazy Chicken: Atlantis Quest","2007"
"13384","Test Drive Le Mans","1999"
"13385","Counter Force","2007"
"13615","High Heat Baseball 2002","2001"
"13389","Big Air Freestyle","2002"
"13390","Rimo-Cocoron","2001"
"13392","Mike Tyson Heavyweight Boxing","2002"
"13393","To Love-Ru Trouble Darkness: Battle Ecstasy","2014"
"13394","The Berenstain Bears and the Spooky Old Tree","2005"
"13395","Lux-Pain","2008"
"13396","Ford Bold Moves Street Racing","2006"
"13398","Hakuouki: Bakumatsu Musou Roku","2012"
"13399","Mahjong 3D: Warriors of the Emperor","2011"
"13400","Hiiro no Kakera DS","2008"
"13401","March of the Penguins","2006"
"13403","Arcana Famiglia: La storia della Aracana Famiglia","2011"
"13404","Tokyo Ghoul: Jail","2015"
"13405","City Life: World Edition","2007"
"13406","The Misadventures of Tron Bonne","1999"
"13409","Hero Bank 2","2014"
"13410","Atelier Ayesha: The Alchemist of Dusk","2014"
"13411","Brave Story: New Traveller (jp sales)","2006"
"13412","Black Jack vs. Matsudajun","2000"
"13417","Garou Densetsu 3: Road to the Final Victory","1996"
"13418","Bleach: Soul Carnival","2008"
"13419","Double Dragon Advance","2003"
"13423","Inspector Gadget: Gadget's Crazy Maze","2001"
"13424","World Fantasista","2002"
"13425","Yager","2003"
"13427","Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai","2006"
"13431","Looney Tunes: Cartoon Conductor","2008"
"13434","Pool Hall Pro","2009"
"13435","Nazo Waku Yakata: Oto no Ma ni Ma ni","2011"
"13436","Choro Q 64 2: Hacha Mecha Grand Prix Race","1999"
"13437","Mighty No. 9","2016"
"13439","Ape Escape","2010"
"13440","Activision Anthology","2003"
"13443","LEGO Friends","2013"
"13444","Secret Files: Tunguska","2006"
"13446","Nanda's Island","2009"
"13447","Hakuouki SSL: Sweet School Life","2014"
"13449","Kimi ni Todoke: Tsutaeru Kimochi","2011"
"13450","Nora to Koku no Koubou: Kiri no Mori no Majo","2011"
"13453","Short Track Racing: Trading Paint","2009"
"13454","Game no Kanzume Vol 1","1994"
"13455","Rat Attack!","1999"
"13456","Jewel Master: Cradle Of Rome 2","2011"
"13457","National Geographic Panda (US sales)","2008"
"13459","Danny Phantom: Urban Jungle","2006"
"13460","Sotsugyou II: Neo Generation","1995"
"13461","Summon Night Craft Sword Monogatari: Hajimari no Ishi","2005"
"13462","The King of Fighters 2002: Unlimited Match","2009"
"13463","Art of Fighting Anthology","2006"
"13464","Rapala Trophies","2006"
"13465","Phoenix Wright: Revived Turnabout","2008"
"13466","Mana Khemia: Alchemists of Al-Revis (JP sales)","2007"
"13467","Runaway: A Twist of Fate","2009"
"13468","Cheer We Go!","2010"
"13470","The Hustle: Detroit Streets","2006"
"13471","Virtua Fighter CG Portrait Series Vol.6: Lau Chan","1995"
"13472","Tomoyo After: It's a Wonderful Life CS Edition","2009"
"13473","Guilty Gear XX Accent Core","2007"
"13474","Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS","2005"
"13475","Atelier Escha & Logy: Alchemists of the Dusk Sky","2015"
"13476","Millipede / Super Breakout / Lunar Lander","2005"
"13477","World Trigger: Borderless Mission","2015"
"13478","Disney's Donald Duck: Goin' Quackers","2002"
"13480","Assault Rigs","1996"
"13482","World Championship Spelling","2010"
"13483","Yes! PreCure 5","2007"
"13484","Bionicle Heroes","2007"
"13486","Exist Archive: The Other Side of the Sky","2015"
"13487","Honda ATV Fever","2010"
"13488","Operation Flashpoint: Elite","2005"
"13489","Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden","2016"
"13490","Roswell Conspiracies: Aliens, Myths & Legends","2001"
"13491","Front Mission","2007"
"13493","Sekai no Gohan Shaberu! DS Oryouri Navi","2008"
"13494","Rugby Challenge 3","2016"
"13495","Boktai 2: Solar Boy Django","2004"
"13496","Praetorians","2003"
"13498","Nobunaga's Ambition (3DS)","2013"
"13499","Angelique Duet","1998"
"13500","Shin Fortune Quest: Sokutaku no Kishi","1996"
"13502","Crushed Baseball","2004"
"13503","Dark Arena","2002"
"13504","Just Sing! Vol. 2","2011"
"13506","IL-2 Sturmovik: 1946","2006"
"13507","Jerry Rice and Nitus' Dog Football","2011"
"13508","TOCA Race Driver 2","2004"
"13509","I.Q. Remix+: Intelligent Qube","2000"
"13510","S�bastien Loeb Rally Evo","2016"
"13511","Growlanser","2009"
"13512","Trollz: Hair Affair!","2005"
"13513","Daito Giken Koushiki Pachi-Slot Simulator: Shake II","2007"
"13514","Grand Slam","1997"
"13515","Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!","2009"
"13516","The King of Fighters 2000","2002"
"13519","M&M's Beach Party","2009"
"13520","Dead Head Fred","2007"
"13521","D.C.F.S.: Da Capo Four Seasons","2005"
"13522","Hyperdimension Neptunia mk2","2014"
"13524","Hanayori Danshi: Koi Seyo Onago","2008"
"13525","Minna ga Shuyaku no NHK Kouhaku Quiz Kassen","2009"
"13527","Sonic the Hedgehog 2 (8-bit)","1992"
"13529","Rogue Trooper","2006"
"13530","Spy Fiction","2003"
"13531","R.B.I. Baseball 2016","2016"
"13532","Justice League: Chronicles","2003"
"13533","Resident Evil Director's Cut","2006"
"13534","Doko Demo Issho: Let's Gakkou!","2006"
"13535","Monster Trux Arenas: Special Edition","2007"
"13536","Conflict: Desert Storm II - Back to Bagdhad","2004"
"13537","Top Gun","2006"
"13540","B's-LOG Party?","2010"
"13542","Chicken Shoot","2005"
"13543","Dai Senryaku VII: Modern Military Tactics","2003"
"13545","White Album 2: Shiawase no Mukougawa","2012"
"13546","Painkiller: Hell & Damnation","2013"
"13547","Go Go Ackman 3","1995"
"13549","Advance Guardian Heroes","2004"
"13550","Casual Mania!","2010"
"13551","Castle of Shikigami III","2007"
"13552","Star X","2002"
"13553","Jewel Quest 5: The Sleepless Star","2011"
"13555","The King of Fighters Kyo","1998"
"13556","Yowamushi Pedal","2015"
"13557","WarTech: Senko no Ronde","2006"
"13558","Record of Agarest War: Marriage","2012"
"13559","San-X Land: Theme Park de Asobou!","2006"
"13560","Corpse Party: Book of Shadows","2011"
"13561","428: Fuusa Sareta Shibuya de","2009"
"13562","Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic","2006"
"13563","Starry ? Sky: After Spring","2009"
"13566","Naruto Shippuden: Dairansen! Kage Bunshin Emaki","2008"
"13567","Mechanic Escape","2012"
"13569","Twilight Syndrome: Kinjiratera Toshi Densetsu","2008"
"13570","True Love Story 3","2001"
"13572","The Smurfs","1998"
"13574","Chessmaster","2002"
"13575","Blood Will Tell: Tezuka Osamu's Dororo","2004"
"13576","The Kore Gang","2010"
"13577","Red Ninja: End of Honor","2005"
"13578","Kanuchi: Shiroki Tsubasa no Shou","2008"
"13579","Summer Athletics 2009","2009"
"13580","SX Superstar","2003"
